category,job_title,job_description,job_skill_set,group_labels
4,business development representative,"rain is a venture-backed fintech with a mission to kill predatory financial products like payday loans. our first product gives employees instant access to their wages, which solves a major problem for real people  million american workers are living paycheck-to-paycheck. rain is the fastest-growing startup in the category and was incubated with qed capital, a top fintech venture fund.
about the role the ideal candidate is actively seeking a career in technology sales. we are looking for a business development representative to help us grow and promote our brand in the industries we serve. your role will be to seek out new business opportunities by connecting and developing relationships with potential employer partners.
the ideal candidate is a competitive, self-starter that brings dynamic thinking and well-honed work ethic to the table. the individual must be able to leverage crm data to segment target audiences, trigger campaigns and personalize content to execute outreach. business development representative will source potential employer partners in target industries, generate interest, qualify prospects, and present key aspects of rains value proposition. rain is looking for someone with a competitive nature that wants to develop a career in technology sales. it is key for a bdr to have the ability to not only survive, but to thrive in a rapidly changing environment, as rain is a new company in a disruptive industry. keen organizational skills, resourcefulness and a desire to be on the cutting edge of new technology are must-haves for this role.

responsibilities
source new leads through creative research, and conduct process oriented outreach to executive-level prospects via outbound cold calls and emailsutilize existing leads in crm as well as newly sourced leads to set up campaigns to test content and outreach strategies for effectivenessprepare for outreach by doing background research on the industry, company, and contactcollaborate with sales team to sha...","crm, sales, outbound sales, market research, copywriting, data analysis, communication, team collaboration, organizational skills, self-starter, competitive nature, resourcefulness, adaptability, multitasking, work ethic, saas, hcm, handling rejection",2
4,"direct hire, fulltime oem business development manager remote","title business development manager bdm remote, direct hire, fulltimetravel  about  week a month, about  days in a yearlocation remote with travel to california los angeles, washington seattle, arizona phoenix and colorado denverideal candidates are those who reside on the west coast to accommodate the travel requirements to above-mentioned states.
position summary the business development manager bdm is responsible for achieving revenue, margin and kpi goals within hisher assigned territory. responsible for planning, reporting, and creating customer satisfaction through diligent follow-up and identifying additional and unmet customer needs, while growing the current book of business. the bdm proactively maintains existing client accounts and develops new accounts by working closely with the designated customer service account representatives and coordinating with other organizational members to achieveexceed customer expectations. all candidatesincumbents must demonstrate the ability to rapidly build knowledge of the clients products and services identify opportunities, negotiate and manage sales, business needs and cost requirements understand and use basic selling techniques open, probe, presentation, overcoming objections expectations and business results. 
principal duties  responsibilities essential functions  builds lasting customer relationships through closing sales opportunities identifies needs and proposes unique solutions to solve customers problems collaborates with other team members to improve performance and provide greater value to our customers  meets or exceeds all revenue, margin and kpi goals visits customers and provides appropriate value propositions on an ongoing basis calls on customers regularly with a well-defined value proposition  creates and executes account plans for all assigned accounts proactively identifies and executes new opportunities npds for new and existing accounts identifies and sells and cross-sells all client applicable p...","sales, account management, customer relationship management, business development, crm software salesforce.com, microsoft office suite word, excel, data analysis, communication, teamwork, problem solving, time management, organizational skills, interpersonal skills, resilience, curiosity, customer service orientation, negotiation, product knowledge, market analysis, assertiveness",2
4,business development representative,"bdr, subscription servicessapinsider  chelmsford, ma  hybrid officethe companysapinsider is the dominant multi-platform source of information and training for businesspeople who support, manage, deploy, configure, and customize sap solutions. the business serves about , active members across  countries,  of whom work in tech-related functions and  of whom are in relevant end-user lines of business. sapinsider provides invaluable information through analyst briefs, expert articles, in-person and virtual events, community-driven content, case studies, whitepapers, blogs and benchmark research reports.sapinsider was founded in  and is owned by privately held wis publishing.the rolethe bdr is a hands-on sales and service professional who develops opportunities for a dedicated set of named accounts in partnership with a dedicated account executive ae at sapinsider. the role is to win new business, onboard and service existing clients within a named account territory for two core products event attendees and content subscription programs. you will own the overall subscriber company experience from initial sales engagement, client onboarding, and delivery of service to build long term renewable relationships.role reports to the account executive aespecific responsibilities include prospect across all key persona in all  accounts to open doors for meetings with aeschedule ae with + meetingscalls per monthenroll all sold members into their subscription and enable them for personalization of content, newsletter, website and marketing communications.enroll all client members into events and summits aligned with their needs and region  make sure that they are all touched - days in advance of each event to gauge interest and support.conduct monthly check in callsemails to all existing membersschedule qbr calls for ae with all existing member companiesmaintain all sfdc records to keep the territory and contacts up to qa requirements.what you will needdegree candidates preferred a...","sales, customer service, bb technology marketing, event management, account prospecting, data management, communication, problem solving, time management, collaboration, credibility establishment, planning and prioritization, adaptability, teamwork, crm sfdc, client onboarding, content subscription services",2
4,business development manager,"company description we suggest you enter details here
 role description this is a full-time remote role for a business development manager at dlc direct labor  consulting. the business development manager will be responsible for identifying new business opportunities, developing and maintaining client relationships, and driving revenue growth. they will also collaborate with cross-functional teams to develop and execute strategies to meet business objectives.
 qualifications strong interpersonal and communication skillsproven track record in sales and business developmentability to build and maintain relationships with clientsexcellent negotiation and persuasion skillsability to analyze market trends and develop business strategiesknowledge of the industry and market conditionsability to work independently and in a teambachelors degree in business or a related field ","sales, business development, negotiation, market analysis, strategic planning, industry knowledge, client relationship management, revenue growth strategies, communication, interpersonal skills, teamwork, independence, persuasion",2
4,remote business development specialist,"are you on the hunt for your next sales opportunity
were actively searching for dynamic and self-motivated individuals to join our growing team in the role of remote business development specialist on a  contract basis. this is a fantastic opportunity for experienced sales professionals and those entering the field to jumpstart their careers, making a significant impact while enjoying the flexibility of remote work. prepare to unleash your earning potential with our steadfast support at every turn, all while embarking on a rewarding and fulfilling career path.
responsibilities for the remote business development specialist position
 foster and maintain client relationships through effective communication. deliver engaging and informative product presentations. conduct virtual demonstrations to highlight key features and benefits. strive to achieve individual and team sales targets. articulate the value propositions to potential customers skillfully. engage with warm leads to guide them through the sales funnel. maintain accurate and up-to-date records of all sales activities.
whats waiting for you as a remote business development specialist at our organization
 work from the convenience of your home, eliminating commute times and enabling a personalized and productive workspace. benefit from an uncapped commission system, allowing you to directly impact your earnings based on your performance in this  position. no prior sales experience is required receive comprehensive training on our productsservices, sales techniques, and the use of virtual communication tools to ensure success in your role. no more cold calling we provide access to the best leads, allowing you to focus on closing deals and realizing your full potential.","sales, communication, product presentations, virtual demonstrations, sales funnel management, record keeping, lead engagement, self-motivation, teamwork, adaptability, relationship building, goal-oriented, problem solving",2
4,area director business development,"sunrise senior living was again certified as a great place to work by activated insights. this is the th time sunrise has received this top culture and workplace designation, highlighting the special place sunrise is to be a part of. 

 community name 

sunrise of fairfield

 job id 

-

job overview

sunrise is the best place that ive ever worked, simply because of the people. we provide quality care in an environment that feels like home. our focus is doing whats right for the resident. for me, thats a big breath of fresh air.

 sunrise leader 


the area director of business development adbd is responsible for using market knowledge and company resources to develop and implement business development strategies for an assigned market that will generate qualified, nonpaid professional referrals, bring more seniors to sunrise senior living and position sunrise as a preferred provider. the adbd also drives strategies related to local paid referral partners to generate rd party referrals and move-ins from these partners. the adbd assists executive directors and regional directors of sales in coaching and mentoring directors of sales in the market on best practices related to professional outreach and business development.

responsibilities  qualifications

responsibilities

as a part of the sunrise team, supporting our mission, principles of service and core values is a fundamental part of this job. our foundational belief is the sacred value of human life. the unique responsibilities for this role include but are not limited to the essential functions listed below

facilitates and provides ongoing product-service education as a result of sales effort within the market to trade organizations, hospital departments, physicians and other health care organizations, as appropriate.targets referrals from among the professional community, various community associations, and related providers that will service all products of our market ranging from independent living to skil...","business development, account management, sales, market analysis, customer relationship management, microsoft office, healthcare sales, presentation skills, communication, problem solving, teamwork, organizational skills, time management, flexibility, leadership, discretion, judgment, mentoring, budget management, data analysis",2
4,"manager, europe - impact investing business development + client services","about tideline
tideline is a specialist consulting firm that provides expert impact investing advice and has played a foundational role in building the field since the firms inception in . our mission is to enable leading investors to integrate and deliver impact with confidence, and our vision is a world that expects and trusts in the ability of all financial capital to contribute to a just society and thriving planet. to that end, our services include impact management strategy, implementation, and research and thought leadership.tideline has completed more than  projects for clients deploying over b in impact capital. with services focused on strategy and implementation, the firm supports impact investing platforms, programs, and vehicles globally across themes and sectors. past clients have included diverse leading global asset owners, asset managers, and service providers active in impact investing across a variety of asset classes and sectors. impact is a guiding force for everything that we do  how we interact with clients, conduct ourselves as a business, and work with each other as teammates. we strive to deliver integral, field-leading work for our clients while also providing to the market an aspirational model of what a more regenerative business can look like.
about the position
in the next five years, tideline aims to fortify our position in the impact market as the leading trusted advisor to institutional investors and to grow sustainably in order to deepen our market influence and invest in team. currently, we have an incredible multi-disciplinary team that includes exceptional associates and analysts, along with our founding partner and one associate partner. in order to achieve our goals, we are looking to add capacity to our team at the manager level, with an opportunity to grow into a director-level role. the primary responsibilities for this role include consulting leading client engagements, including managing client relationships and providing...","business development, project management, client relationship management, people management, communication, collaboration, organizational skills, adaptability, impact investing, consulting, process improvement, technology tools integration, proposal drafting, mentorship, commitment to social outcomes, professional development",2
4,business development director,"job title business development director
job descriptionas the business development director in the construction industry, you will be responsible for driving business growth and expanding our market presence through strategic planning, relationship building, and client acquisition. you will play a pivotal role in identifying new business opportunities, developing innovative strategies, and nurturing client relationships to achieve revenue targets and long-term business objectives.
key responsibilities include
market research and analysis conduct market research and analysis to identify emerging trends, competitive landscapes, and growth opportunities in the construction industry. monitor industry developments, regulatory changes, and market dynamics to inform strategic decision-making and business development initiatives.
strategic planning and goal setting develop and implement comprehensive business development plans, strategies, and initiatives aligned with company goals and objectives. set ambitious but achievable revenue targets, growth projections, and performance metrics to measure success and track progress over time.
client relationship management cultivate and maintain strong relationships with existing and prospective clients, including owners, developers, architects, engineers, and contractors. act as a trusted advisor and strategic partner, understanding client needs, anticipating challenges, and delivering innovative solutions to drive client satisfaction and loyalty.
proposal development and presentation lead the development and preparation of high-quality proposals, presentations, and pitches to secure new business opportunities. collaborate with cross-functional teams, including estimating, operations, and finance, to develop compelling value propositions, pricing strategies, and project delivery plans that differentiate our company in the marketplace.
networking and industry engagement represent the company at industry events, conferences, and netw...","market research, strategic planning, client relationship management, communication, negotiation, business acumen, analytical skills, sales, marketing, relationship building, team collaboration, results-oriented mindset, interpersonal skills, influencing skills, problem solving, adaptability, proposal development",2
4,business development manager,"company is a fast growing service company specializing in vapor recovery and emissions compliance solutions for the oil  gas industry.

we are currently seeking a full-time business development manager in the west texas area. seeking a qualified and highly motivated sales professional to maintain and grow our sales territory.

the ideal candidate will be

have knowledge of oilfield, production and production facilities, compression operations, vapor recovery, esg practices.knowledge of environmental, ooooa regulations a positive.able to grasp and solve complex problems while helping our customers reach their goals.dedicated to knowing everything about the products and services they are selling.inquisitive as to customers decisions and how they came to their decisions.have a high level of written and verbal communication skills.have a high level of organization.willing to travel regularly as part of the job.self-starter with no need for constant supervision.computer skills including microsoft excel, word, and power point are required.dedicated to using a crm.

responsibilities

actively pursue business through cold calls and scheduled appointments.properly schedule sold work through office staff and operations.report activity on a daily basis into company customer relations management software.maintain customer relationships through follow-up and service.

requirements

+ years of sales experience.ability to demonstrate technical knowledge.possess a high level of business acumen.willingness to travel as needed.

preferred

bachelors degree from an accredited university.- years of sales experience in environmental, production, or facilities.

compensation

base plus commission, truck allowance, k match, healthdentalvision benefits. actual compensation is based on experience.

benefits

kk matchingdental insurancehealth insurancepaid time offvision insurance

work location hybrid remote in midland, tx 

","sales, crm software, business acumen, communication, problem solving, organization, self-starter, customer relationship management, oilfield knowledge, environmental regulations knowledge, microsoft excel, microsoft word, microsoft powerpoint, technical knowledge, vapor recovery knowledge, inquisitiveness, travel willingness",2
4,business development representative,"the business development representative at revalize plays a critical role in growing our business. this position will focus on developing qualified prospects for our sales process through cold-calling, referral network nurturing, partner channel development and the management of various marketing and social media programs designed to cultivate prospects for deeper qualification.
locationremote in the united states
responsibilities commit to and deliver on standard service level agreement with regards to lead follow-up protocol, brand messaging, business system process adherence, and key-performance-indicator trackingreporting.develop target prospect lists and execute cold outreach to leaders at select accounts.provide high-level information as to why revalize is the right solution for their needs.generate qualified leads and set meetings to create qualified opportunities for the account executive team.manage a pipeline and providing accurate data in salesforce to be used for forecasting.utilize full-suite of tech-stack solutions designed to enhance prospecting motions through intent predictive models, sales enablement software, email nurture automation sequencing, data enrichment programs, and automated salesmarketing crmcloud solutions. tools include salesforce, hubspot, sense, ring lead, zoom info, seismic, live social, and others.
qualifications- years at a business-to-business organization in an inside business development or inside sales role  recent graduates welcome.bachelors degree preferred.confident, clear and succinct communication style  both written and verbal.prior experience with salesforce and outreach.io preferred.ability to learn quickly and adapt to changes in a fast paced environment
additional informationall your information will be kept confidential according to eeo guidelines. qualified applicants will be asked to complete a -minute online assessment as a part of your application. the official working time zones are est for us employees and ce...","salesforce, hubspot, sense, ring lead, zoom info, seismic, live social, email nurture automation, data enrichment programs, crm solutions, cold calling, lead generation, business development, marketing programs, social media management, sales enablement software, intent predictive models, communication, adaptability, problem solving, teamwork, time management, attention to detail, customer focus",2
4,business development manager,"who were hiringgamewell mechanical is looking for an experienced business development manager to join our team the business development manager will play a key role in driving business growth by identifying and securing new project opportunities. this individual will be responsible for cultivating relationships with potential clients, understanding their project needs, and designing and presenting tailored solutions that align with our companys capabilities and expertise across north and south carolina. the ideal candidate will be well connected in the industry and have a mechanical engineering background.who we aregamewell mechanical has earned the reputation of quality constructionahead of schedule. for over  years, we have approached our work with the customers best interest in mind to serve and provide the best construction at the lowest cost. we also invest in our employees future through training programs and a passion for workplace safety. we are looking for hardworking, goal-oriented individuals to join our team as we continue to grow and exceed expectationswhat we offergamewell mechanical offers a wide range of employee benefits, including a welcoming, family-oriented work environment that supports worklife balance. k plan with roth and traditional options, including a  company match on up to  of your income. medical insurance with three plan choices, including health savings account options. dental insurance coverage. vision insurance coverage. flexible spending account. tuition reimbursement. paid time off that increases with years of service. employee assistance program for support when needed.what youll do  client relationship managemento develop and nurture relationships with key decision-makers and stakeholders at target companies.o conduct meetings, presentations, and negotiations with clients to understand their project requirements and objectives. bid scheduleo maintain and provide pre-qualification packages to clients as needed.o collaborate with ...","business development, mechanical engineering, client relationship management, presentation skills, negotiation skills, market analysis, sales forecasting, lead generation, communication, teamwork, problem solving, goal-oriented, adaptability, networking, customer service, time management, microsoft word, microsoft excel, construction estimating, prefabricated modules",2
4,business development manager,"business development managerorlando, florida based global procurement solutions, inc. is a service-disabled veteranowned small business sdvosb that was founded in  and specializes in supplying avariety of consumer products from major us manufacturers to the u.s. department of veteransaffairs and u.s. department of defense.
we are seeking a business development manager to play a critical role in driving organic andinorganic sales, in addition to building and maintaining a multitude of relationships withmanufacturer and distributor partners.
experience in working with veterans affairs medical centers vamc, healthcare andgovernment entities is a bonus. this is an onsite management-level position not remote.
key responsibilities facilitate introductory in person meetings for hundreds of manufacturer reps at va medicalcenters vamc across the usa. force the conversion process through multiple departmentswithin the vamcs. develop and implement comprehensive sales strategies to achieve revenue targets and drivebusiness growth, with a focus on expanding our customer base within the vamcs andgovernment sectors. lead and mentor our inside sales representative to maximize performance. identify and pursue new business opportunities through proactive networking. build and maintain strong relationships with key stakeholders, including government agencies,procurement officers, and strategic partners, to position the company as a trusted provider. collaborate with internal teams, primarily customer service, to align sales goals with companyobjectives. analyze market trends and customer feedback to guide product development.
qualifications bachelors or mba level degree in business  finance related category preferred. - years of sales experience, preferably in janitorialsanitation products. understanding of government procurement processes, especially in healthcare. strong leadership and communication skills. proven record of accomplishment of success in driving sales growth, achievin...","sales strategies, microsoft office, market analysis, business development, relationship management, team leadership, product development, communication, networking, mentoring, problem solving, collaboration, adaptability, crm software, government procurement processes, revenue targets",2
4,"new role - m in seed funding - business development manager  pl logisticswarehousing startup - k -k base, double ote- work from home","our staffing agency represents a privately held pl logistics and supply chain firm experiencing incredible growth.
this early-stage startup, based in the northeast and recently awarded with m in seed funding, is recognized as a prominent player in the supply chain sector. they are currently seeking a business development manager to secure large, net-new deals k and above. while the role is remote, candidates must reside in a preferred metro area, with preference given to those in the eastern u.s.
solutionexperts in warehousing, distribution, kitting, inventory management, and fulfillment, our company has created a powerful e-comm api that will integrate with all your partners from amazon, magento, and ebay, all the way to the united states post office. they have you covered.
our fulfillment  logistics services cater to various industries and their specific challenges. we provide comprehensive support, including global logistics, inventory management, vendor management, subscription management, amazon prep, and supply chain enhancements. our services are backed by advanced information technology systems, all operating on a unified global platform.
role
 individual contributor, working from your home office. in office visits once or twice per month. k - k base salary, commensurate with your experience. uncapped commissions, withdouble ote first year. must have  years of experience in the pl services market. must be able to bring over an existing book of significant business.we are looking for a hunter mentality who is not afraid of the phone.  travel, and territory is the entire united states. startup experience moves you to the top of the list.

official job description
position overview
the business development manager will contact new businesses by contacting new and existing customers. this role will lead front-end engagement, set up and conduct presentations, and work with executive management to secure business. the role will also be instrumental for up to  days...","business development, sales, ms office proficiency, cold calling, presentation skills, customer relationship management, data analysis, self-starter, independent worker, communication, team collaboration, problem solving, adaptability, negotiation, customer focus, entrepreneurial mindset, time management, pl services, crm proficiency, territory management",2
4,business development manager health  life sciences,"build your big career with the firm that does big law better. mcdermott will  emery is a leading global law firm that brings together more than , lawyers and , business professionals. we celebrate excellence, collaboration and community and have been recognized as a top workplace by the american lawyer, working mother magazine, vault and the human rights campaign.

at mcdermott, we dont just invest in your future, we accelerate your career  wherever it may lead. that includes supporting you both in and outside of the office.

with us, youll find

a firm where everyone belongs our award-winning culture prioritizes warmth and authenticity  we encourage you to be yourselfenthusiasm for diverse perspectives were smarter and stronger when everyone has a voice and a seat at the table. we welcome unique viewpoints and ideas, and we make opportunities for you and your career to thrive.support to feel your best and do your best wellness is integral to building a successful career and a rich life. thats why our benefits program supports your physical, emotional, mental and financial health, with an emphasis on worklife balance.real rewards for real work we offer generous compensation packages that recognize hard work and excellence.

the business development manager maintains the business development relationship with attorneys in the health  life sciences practice group. this position develops and implements business development strategies in order to expand client relationships, increase revenue and brand recognition, while overseeing business development team members and departmental processes. the business development manager relies on extensive experience and judgment to plan and accomplish practice group goals.

as a business development manager you will

organize and drive client targeting programs and campaigns for supported areas, including prompting and monitoring pursuit activities, and tracking and reporting on resultslead and draft content for rfps, pitches and o...","business development strategies, analytical skills, communication skills, leadership skills, collaboration, time management, problem solving, independence, adaptability, microsoft office suite, client relationship management crm software, budget management, event planning, salesforce, confidentiality",2
4,vice president of business development,"company description
 vantedge search is a leading provider of global executive search and talent advisory services. co-founded by industry practitioners, our team brings a wealth of expertise and experience to handle our clients most complex search assignments. with specialized search consultants, research analysts, and sourcing experts located across the us, canada, uk, and india, we are well-equipped to deliver exceptional results.
 role description
 this is a full-time remote role for a vice president of business development. the vice president of business development will be responsible for leading and executing new business development initiatives, creating and implementing business plans, negotiating contracts, managing key accounts, and driving sales growth. the role will require strong leadership and strategic thinking, as well as the ability to work independently and remotely.
 qualifications
 new business development and sales skillsexperience in business planning and contract negotiationproven ability to manage key accountsexcellent communication and presentation skillsstrong leadership and strategic thinkingability to work independently and remotelyexperience in the executive search or talent advisory industry is a plusbachelors degree in business administration, marketing, or related fieldmba or advanced degree is a plus
 note additional skills and qualifications related to business development, leadership, and industry expertise are highly beneficial.","business development, sales, business planning, contract negotiation, account management, communication, presentation skills, talent advisory, bachelors degree, leadership, strategic thinking, independence, executive search, mba",2
4,"manager - business development - sales located virtual in ca - sacramento, north bay  vacaville","manager of business development - sales - sacramento, north bay, vacaville 

with over  years of innovation, we are moving faster than ever by introducing new products, services, and strategies to bring greater value to our business customers.

if you have proven ability to establish new business relationships, advance your sales career with american express, one of the worlds most respected and recognized brands.

the manager of business developments key responsibility is to solicit merchants in the sacramento, north bay, vacaville area to accept the american express card as a form of payment from their customers focusing on bb sales. this position will identify key merchant prospects with up to m in annual revenue and implement effective sales strategies and solutions. managers of business development utilize their in-depth knowledge of american express, the industry and their prospects to provide solutions. additional responsibilities include gathering and disseminating marketplace and competitive information, coordinating all internal resources necessary to facilitate each sale, and executing proper account set-up and merchant training.

successful managers of business development use their prospecting and cold calling skills to identify, filter and qualify leads to effectively manage a pipeline of prospects. they plan strategically, research and are knowledgeable about the industries and markets they call on. they possess strong analytical, organizational, decision-making, negotiation, oral, written and interpersonal skills. strong financial acumen is also necessary in order to effectively explain the financial and marketing value of product solutions to close sales. managers of business development must also possess the ability to prepare and present formal presentations and use their excellent consultative solution selling skills to ensure long-term relationship building and meet business goals.

qualifications

track record of conceiving, structuring, sellin...","bb sales, sales strategies, negotiation skills, market research, consultative selling, presentation skills, lead prospecting, interpersonal skills, communication skills, decision-making, organizational skills, self-motivation, flexibility, team collaboration, relationship building, problem solving, executive presence, financial acumen, analytical skills, salesforce.com",2
4,business development representative - pca skin  eltamd - hudson valley,"  - white plains, new york, united states

who we are

colgate-palmolive company is a caring, innovative growth company that is reimagining a healthier future for all people, their pets and our planet. focused on oral care, personal care, home care and pet nutrition, we sell our products in more than  countries and territories under brands such as colgate, palmolive, elmex, hello, meridol, sorriso, toms of maine, eltamd, filorga, irish spring, pca skin, protex, sanex, softsoap, speed stick, ajax, axion, fabuloso, soupline and suavitel, as well as hills pet nutrition.

we are recognized for our leadership and innovation in promoting sustainability and community wellbeing, including our achievements in decreasing plastic waste and promoting recyclability, saving water, conserving natural resources and improving childrens oral health.

if you want to work for a company that lives by their values, then give your career a reason to smile and join our global team

cp skin health group is looking for a business development representative to promote and grow the pca skin and eltamd brands by driving sales and continually expanding the medical and aesthetic customer base in a geographic territory. the business development representative will also be managing key corporate accounts in the territory in order to maximize professional skin care treatments and sell-thru opportunities for the brand. to be successful in this role, the candidate must be entrepreneurial, show business acumen, be competitive in nature, and a creative thinker with an engaging personality who represents the brand in a professional and customer-centric manner. the candidate must also possess the ability to build, grow and foster relationships with existing and new accounts to grow their territory business.

what you will do

travel in-person within your territory to engage and support eltamd and pca skin accounts to build, grow, and cultivate relationships to generate new business opportunities and sales...","sales, business development, microsoft office, data analysis, customer service, product training, marketing, business acumen, competitive drive, communication, relationship building, resilience, creativity, teamwork, multi-tasking, crm tools, presentation skills, territory management, entrepreneurial mindset",2
4,sales and business development leader,"summary assist, administer and coordinate the sales and related marketing functions for aztalan engineering, inc. as a member of the leadership team to achieve significant sales growth through the expansion of our customer base to include new customers, industries and products. this includes sales strategies for multiple locations of aztalan. this position is responsible for the successful launch of the new sales projects in the company up through, and including, completion of first production parts to the scheduleplan set at the npl process.provide leadership towards the achievement of maximum profitability and growth in line with company mission, vision and values.essential responsibilities execute plans and strategies to expand the customer base in the marketing area and contribute to the development of training and educational programs for current and new customershold monthlyquarterly meetings with customers and potential new customers both at aztalan and at customer locationsoversee the quoting process, work with quoting engineer, enter requests into erp system, maintain crm with sales activity, review quote risk and margin potential with senior managementcollaborate with management to develop forecasts, quotas, sales policies and methods, promotional ideas, budget preparation, etc.prepare market analysis to determine customer needs, volume potential and pricingdevelop a marketing plan and sales strategy that ensures attainment of company sales goals and profitabilityinitiate and coordinate development of action plans to penetrate new marketsimplement sales and marketing plansmaintain the company website as a current marketing and information sourceprovide timely feedback to senior management regarding performance provide timely, accurate, competitive pricing on all completed prospect applications submitted for pricing and approval, while striving to maintain maximum profit margincoordinate related functions e.g., production control, engineering applications, ...","sales strategies, customer relationship management crm, market analysis, budget preparation, microsoft office, data processing systems, cost accounting, leadership, sales practices and procedures, communication, initiative, accountability, professionalism, planning, organizational skills, teamwork, customer service, coaching, problem solving, production scheduling, proposal presentations, erp systems",2
4,svp sales  business development,"svp sales  business development
job summary as we continue to expand our footprint and enhance our offerings, we are seeking a dynamic and strategic svp of sales and business development to lead our revenue generation efforts and drive growth through strategic business development deals and sales force optimization. reporting to the ceo and part of the executive leadership team, you will be instrumental in shaping our revenue strategy, managementperformance accountability of all sales personnel national, regional and local and forging strategic partnerships. you will play a critical role in driving revenue growth, expanding our market presence and sales strategy, act as voice of customer, and solidifying our position as a leader in the place based mediahealthcare mediaretail media. this position offers flexible work arrangements, allowing you to work remotely or from our naperville, illinois, indianapolis, indiana, or oakland, ca office. extensive travel, up to , will be required throughout the year.
essential functions 
.develop and execute revenue strategy lead the development and execution of a comprehensive revenue generation strategy aligned with our business objectives and targets. identify new revenue streams, market opportunities, and growth initiatives to drive sustainable revenue growth in both the static and digital advertising space..secure strategic business development deals negotiate and close high-value deals with key clients, advertisers, and agencies to secure long-term partnerships and premium placements. identify and pursue strategic partnerships, alliances, and business development opportunities that enhance our market position and drive revenue growth. .optimize our sales force, overseeing people management of national sales team and local sales team, dispersed across the us combination of office and remote workerslead and develop the teams, fostering collaboration while respecting their unique approaches.develop and implement sales strategies,...","sales leadership, business development, negotiation, data analysis, revenue generation strategy, sales strategy development, performance management, market analysis, communication, strategic thinking, team collaboration, client relationship management, time management, coaching and mentoring, adaptability, problem solving, influence, results-oriented, crm systems, sales training",2
4,business development associate,"the business development associate will be responsible for driving business results by attending industry events, qualifying and closing new leads, and providing direction to the inside sales team. they will report to the vice president of business development. 
responsibilities- attend industry events and conferences to network, generate new leads, and build relationships with prospects- conduct one-on-one appointments and demonstrations to qualify leads and close new business - achieve monthly, quarterly, and annual sales targets through effective lead follow-up and account management- leverage crm to track lead progress and sales performance metrics- coach and mentor members of the inside sales team to improve skills, processes, and results- stay up-to-date on industry trends, competitive landscape, and new prospect pain points- collaborate cross-functionally to ensure customer success and retention - maintain expert knowledge of company productsservices and key differentiators
requirements- + years of experience in a sales or business development role, with a track record of exceeding targets- experience generating leads through events, referrals, outbound campaigns - proven ability to move leads through the pipeline and consistently close deals- strong presentation, communication, and objection handling skills- proficiency with salesforce or other crm platforms- ability to prioritize, multi-task, and manage time effectively - team player mentality with experience leading and coaching others- bachelors degree in business, marketing or related field preferred
benefits and work environment
at physician life care planning, we offer a comprehensive benefits package that supports the physical, financial, and emotional well-being of our employees, including medical, dental, vision, k, life insurance, paid time off, and wellness programs. we foster a collaborative and inclusive work environment where employees can thrive and achieve their professional goals. our core v...","lead generation, sales closing, account management, presentation skills, coaching, industry knowledge, communication, teamwork, problem solving, networking, relationship building, adaptability, crm proficiency, time management, salesforce",2
